"featureNam","pcode","featureRef","featureAlt","featureA_1","popPlaceCl","popPlace_1","admin0Name","admin0Pcod","admin1Name","admin1Pcod","admin2Name","admin2Pcod","admin3Name","admin3Pcod","date","validOn","validTo","longitude","latitude"
"Ambidedi Rive Gauche","ML010113002","Ambidedi Rive Gauche",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.7645654099999,14.5798694700001
"Diakandape Plantation","ML010113003","Diakandape Plantation",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.6382481599999,14.5518569700001
"Diakandape Village","ML010113004","Diakandape Village",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.6111787799999,14.51295335
"Dramane","ML010113005","Dramane",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.9021224099999,14.6162628500001
"Gakoura Rive Gauche","ML010113006","Gakoura Rive Gauche",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.8442237799999,14.6034816000001
"Gouele","ML010113007","Gouele",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.85254341,14.3897314700001
"Makadougou","ML010113008","Makadougou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.9143821599999,14.6236134700001
"Makalagare","ML010113009","Makalagare",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.9194921599999,14.6324943500001
"Moussala","ML010113010","Moussala",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.71533641,14.5728288500001
"Songone","ML010113011","Songone",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.8622132799999,14.60599197
"Takoutala","ML010113012","Takoutala",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.67296741,14.57282897
"Tambonkane","ML010113013","Tambonkane",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.65774778,14.5648281000001
"Toubabounkane","ML010113014","Toubabounkane",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.92270216,14.63678472
"Ambidedi Poste","ML010113000","Ambidedi Poste",NA,NA,4,"Admin3 Capital","Mali","ML","Kayes","ML01","Kayes","ML0101","Kemene Tambo","ML010113","2015/02/02","2015/04/24",NA,-11.79345491,14.5899304700001
"Aouro Diallo","ML010114001","Aouro Diallo",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.3258146599999,14.4312059700001
"Doussoukane","ML010114002","Doussoukane",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.38436353,14.4322859700001
"Gabou Gopela","ML010114003","Gabou Gopela",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.2863157799999,14.49910235
"Keniou-Soute","ML010114004","Keniou-Soute",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.2924354099999,14.3931823500001
"Kersignane","ML010114005","Kersignane",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.3635639099999,14.46919947
"Kouloum","ML010114006","Kouloum",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.3704737799999,14.4483476
"Loupourou","ML010114007","Loupourou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.2929954099999,14.4320661
"Kaki","ML010114008","Kaki",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.25847628,14.4440071
"Kouroudiou","ML010114009","Kouroudiou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.31894491,14.42519535
"Saboucireding","ML010114010","Saboucireding",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.3384445299999,14.42167497
"Saliabougou","ML010114011","Saliabougou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.34529428,14.4556781000001
"Segue-Peulh","ML010114012","Segue-Peulh",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.40528316,14.5000623500001
"Soutoukoule","ML010114013","Soutoukoule",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.4143029099999,14.44758735
"Kouloum","ML010114000","Kouloum",NA,NA,4,"Admin3 Capital","Mali","ML","Kayes","ML01","Kayes","ML0101","Khouloum","ML010114","2015/02/02","2015/04/24",NA,-11.3767003999999,14.4555997200001
"Koniakary","ML010115001","Koniakary",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koniakary","ML010115","2015/02/02","2015/04/24",NA,-10.8991440299999,14.5755501
"Koniakary","ML010115000","Koniakary",NA,NA,4,"Admin3 Capital","Mali","ML","Kayes","ML01","Kayes","ML0101","Koniakary","ML010115","2015/02/02","2015/04/24",NA,-10.9133328999999,14.5777778500001
"Bediara","ML010116001","Bediara",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Konsiga","ML010116","2015/02/02","2015/04/24",NA,-11.01820191,14.98855897
"Kersignane","ML010116002","Kersignane",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Konsiga","ML010116","2015/02/02","2015/04/24",NA,-10.9861126599999,14.9867388500001
"Argueta","ML010116003","Argueta",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Konsiga","ML010116","2015/02/02","2015/04/24",NA,-11.03625153,14.94973522
"Sokonala","ML010116004","Sokonala",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Konsiga","ML010116","2015/02/02","2015/04/24",NA,-10.97055303,15.0325331
"Komodinde","ML010116005","Komodinde",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Konsiga","ML010116","2015/02/02","2015/04/24",NA,-11.02853178,14.9713573500001
"Bracouf","ML010116006","Bracouf",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Konsiga","ML010116","2015/02/02","2015/04/24",NA,-11.06443103,14.9656367200001
"Kersignané","ML010116000","Kersignane",NA,NA,4,"Admin3 Capital","Mali","ML","Kayes","ML01","Kayes","ML0101","Konsiga","ML010116","2015/02/02","2015/04/24",NA,-10.9861126499999,14.98673897
"Nema","ML010117001","Nema",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.1010301599999,14.9738274700001
"Seounde","ML010117002","Seounde",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.21536753,14.8449652200001
"Seye Boule","ML010117003","Seye Boule",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.2145775299999,14.81899272
"Siroumoulou","ML010117004","Siroumoulou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.33558491,14.7529262200001
"Sobia","ML010117005","Sobia",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.21696803,15.2145101
"Bessesse","ML010117006","Bessesse",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.25693703,15.16487535
"Taskaye","ML010117007","Taskaye",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.30113641,15.3992473500001
"Zeibath","ML010117008","Zeibath",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.1824582799999,14.82918385
"Zeina Zewas","ML010117009","Zeina Zewas",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.29867603,14.9667766000001
"Zewas","ML010117010","Zewas",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.30019591,14.9628762200001
"Ainamolo","ML010117011","Ainamolo",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.22087741,14.78148922
"Asseye Ould Zeba","ML010117012","Asseye Ould Zeba",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.33024541,15.11403047
"Bilazmir","ML010117013","Bilazmir",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.24900703,15.0075006000001
"Charak","ML010117014","Charak",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.15859878,14.88391897
"Daba","ML010117015","Daba",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.31028616,15.33383122
"Daba 2","ML010117016","Daba 2",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.30090616,15.2696151000001
"Daro","ML010117017","Daro",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.08236103,15.2700954700001
"Debo","ML010117018","Debo",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.3172561599999,15.4642334700001
"El Geleita","ML010117019","El Geleita",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.1912187799999,15.37593522
"El Kabra","ML010117020","El Kabra",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.0749810299999,15.1994087200001
"Falaya","ML010117021","Falaya",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.2107475299999,14.7339946000001
"Hamon","ML010117022","Hamon",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.2681966599999,15.0720566000001
"Koussane","ML010117023","Koussane",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.2383271599999,14.8810186000001
"Legue Nibe","ML010117024","Legue Nibe",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.18992866,15.3008382200001
"Modji","ML010117025","Modji",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.1034900299999,14.8765782200001
"Monobak Maure","ML010117026","Monobak Maure",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.30345578,15.0237219700001
"Monobak-Sarakole","ML010117027","Monobak-Sarakole",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.31219578,15.0160112200001
"Moudiour 1","ML010117028","Moudiour 1",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.3809644099999,15.1529641000001
"Moudiour-2","ML010117029","Moudiour-2",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.3545450299999,15.1605447200001
"Moudiour-3","ML010117030","Moudiour-3",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.35117503,15.16078485
"Nackle","ML010117031","Nackle",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.3014561599999,15.1789166
"Moussala","ML010117032","Moussala",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.4428230299999,15.1219611
"Koussané","ML010117000","Koussane",NA,NA,4,"Admin3 Capital","Mali","ML","Kayes","ML01","Kayes","ML0101","Koussane","ML010117","2015/02/02","2015/04/24",NA,-11.23832728,14.8810186000001
"Allahina","ML010118001","Allahina",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.5120207799999,14.4748898500001
"Banankabougou","ML010118002","Banankabougou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.54906991,14.39148185
"Banzana","ML010118003","Banzana",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4962710299999,14.4205447200001
"Bongourou","ML010118004","Bongourou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.50542103,14.4752498500001
"Diala Banlieu","ML010118005","Diala Banlieu",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4908411599999,14.4616686000001
"Gaima","ML010118006","Gaima",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.40210303,14.42662547
"Goundiourou","ML010118007","Goundiourou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4378622799999,14.3992027200001
"Diakha","ML010118008","Diakha",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4301925299999,14.3952323500001
"Monzana","ML010118009","Monzana",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.45160191,14.3897819700001
"Kamankolle","ML010118010","Kamankolle",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4737415299999,14.4506076000001
"Keniekolle","ML010118011","Keniekolle",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.46016178,14.3792508500001
"Kenienina","ML010118012","Kenienina",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.46095178,14.38661147
"Monzona (Hameau de Do)","ML010118013","Monzona (Hameau de Do)",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.49160116,14.38978172
"Kobada Banlieu","ML010118014","Kobada Banlieu",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4891410299999,14.33038622
"N'Thi Traorela","ML010118015","NThi Traorela",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4716015299999,14.3678397200001
"Sirila","ML010118016","Sirila",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4729814099999,14.35751872
"Kobada Medine","ML010118017","Kobada Medine",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4770314099999,14.3566286
"Alassanila","ML010118018","Alassanila",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4860212799999,14.3403571000001
"Wasseloukounda","ML010118019","Wasseloukounda",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.48547128,14.3436974700001
"Konimbabougou","ML010118020","Konimbabougou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.59242891,14.3540983500001
"Tabakoradi","ML010118021","Tabakoradi",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.55825966,14.32753597
"Koumbamadiya","ML010118022","Koumbamadiya",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4232625299999,14.3955224700001
"Papara","ML010118023","Papara",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4201726599999,14.4077536
"Sala Bougou","ML010118024","Sala Bougou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.51485066,14.3948622200001
"Sebetou","ML010118025","Sebetou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.5159305299999,14.3191151
"Binteguela","ML010118026","Binteguela",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.5333301599999,14.30304347
"Diala-Banlieu","ML010118000","Diala-Banlieu",NA,NA,4,"Admin3 Capital","Mali","ML","Kayes","ML01","Kayes","ML0101","Liberte Dembaya","ML010118","2015/02/02","2015/04/24",NA,-11.4908332799999,14.4650001000001
"Sambaga","ML010119001","Sambaga",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.31088478,14.2806217200001
"Tintiba","ML010119002","Tintiba",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.33189441,14.2763412200001
"Sitahoro","ML010119003","Sitahoro",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.3493440299999,14.2419979700001
"Bankani","ML010119004","Bankani",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.28661541,14.3357468500001
"Dembagnouma","ML010119005","Dembagnouma",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.29578528,14.34127735
"Dinguiriya-Logo","ML010119006","Dinguiriya-Logo",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.2473560299999,14.17483172
"Djemekon","ML010119007","Djemekon",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.25384616,14.2981934700001
"Fanguine Koto","ML010119008","Fanguine Koto",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.2552459099999,14.2422181000001
"Fanguine Kouta","ML010119009","Fanguine Kouta",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.2514461599999,14.2338773500001
"Kakoulou","ML010119010","Kakoulou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.26635578,14.2803717200001
"Karaya","ML010119011","Karaya",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.24280641,14.4077337200001
"Kerouwane","ML010119012","Kerouwane",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.26475591,14.3231658500001
"Biroumou","ML010119013","Biroumou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.14592841,14.33471697
"Niagne","ML010119014","Niagne",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.2044072799999,14.3683001000001
"Lakafia","ML010119015","Lakafia",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.29222541,14.32647597
"Maloum","ML010119016","Maloum",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.24466616,14.2246163500001
"Marena","ML010119017","Marena",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.28616541,14.3388071000001
"Marintourou","ML010119018","Marintourou",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.29229541,14.3285562200001
"Modinkare","ML010119019","Modinkare",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.2728957799999,14.3217556000001
"Moussa Waguiya","ML010119020","Moussa Waguiya",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.2944751599999,14.3284862200001
"Farakotossov","ML010119021","Farakotossov",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.3048150299999,14.3329966000001
"Sabougoucire Logo","ML010119022","Sabougoucire Logo",NA,NA,5,NA,"Mali","ML","Kayes","ML01","Kayes","ML0101","Logo","ML010119","2015/02/02","2015/04/24",NA,-11.27752566,14.31463497
